id_treatment,id_inoc,id_faeces,starting_date,weight_0dpi,weight_14dpi,water_content_14dpi,ph_14dpi,exclude,id_bact,date,ecoli_cfu_per_g,area_size_0dpi,area_size_2dpi,area_size_5dpi,area_size_7dpi,area_size_14dpi,growth_description_0dpi,growth_description_2dpi,growth_description_5dpi,growth_description_7dpi,growth_description_14dpi,contamination_area_0dpi,contamination_area_2dpi,contamination_area_5dpi,contamination_area_7dpi,contamination_area_14dpi,reproductive_structures_0dpi,reproductive_structures_2dpi,reproductive_structures_5dpi,reproductive_structures_7dpi,reproductive_structures_14dpi,collection_date_1,collection_date_2,ph,additive,additive_ratio,water_content_0dpi,faecal_ecoli_cfu_per_g_1,faecal_ecoli_cfu_per_g_2,faecal_ecoli_cfu_per_g_3,species,material,material_2,production_date,experiment
201,108,8,2025-10-08,16.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-07,NA,6.12,wood,0.5,0.56,723809.523809524,524590.163934426,593333.333333333,P. eryngii,MEA,none,NA,1_2
202,108,8,2025-10-08,15.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-07,NA,6.12,wood,0.5,0.56,723809.523809524,524590.163934426,593333.333333333,P. eryngii,MEA,none,NA,1_2
203,108,8,2025-10-08,15.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-07,NA,6.12,wood,0.5,0.56,723809.523809524,524590.163934426,593333.333333333,P. eryngii,MEA,none,NA,1_2
204,109,8,2025-10-08,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-07,NA,6.12,wood,0.5,0.56,723809.523809524,524590.163934426,593333.333333333,F33 Sordaria,MEA,none,NA,1_2
205,109,8,2025-10-08,15.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-07,NA,6.12,wood,0.5,0.56,723809.523809524,524590.163934426,593333.333333333,F33 Sordaria,MEA,none,NA,1_2
206,109,8,2025-10-08,15.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-07,NA,6.12,wood,0.5,0.56,723809.523809524,524590.163934426,593333.333333333,F33 Sordaria,MEA,none,NA,1_2
207,109,8,2025-10-08,15.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-07,NA,6.12,wood,0.5,0.56,723809.523809524,524590.163934426,593333.333333333,F33 Sordaria,MEA,none,NA,1_2
208,109,8,2025-10-08,15.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-07,NA,6.12,wood,0.5,0.56,723809.523809524,524590.163934426,593333.333333333,F33 Sordaria,MEA,none,NA,1_2
209,109,8,2025-10-08,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-07,NA,6.12,wood,0.5,0.56,723809.523809524,524590.163934426,593333.333333333,F33 Sordaria,MEA,none,NA,1_2
NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_2
NA,NA,NA,NA,15.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_2
NA,NA,NA,NA,15.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_2
