id_treatment,id_inoc,id_faeces,starting_date,weight_0dpi,weight_14dpi,water_content_14dpi,ph_14dpi,exclude,experiment,species,ph_0dpi,water_content,ecoli_conc_1,ecoli_conc_2,ecoli_conc_3,ecoli_conc_mean,ecoli_conc_sd,area_size_0dpi,area_size_2dpi,area_size_5dpi,area_size_7dpi,area_size_14dpi,area_size_NAdpi,growth_2dpi,growth_5dpi,growth_7dpi,growth_14dpi,ecoli_conc_14dpi,ecoli_conc_6dpi,ecoli_conc_11dpi,dry_weight_0dpi,dry_weight_14dpi,dry_weight_change,dry_weight_percent_change
73,72,4,2025-09-02,15.72,NA,NA,NA,NA,1_2,F40,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0172,NA,NA,NA
74,72,4,2025-09-02,15.62,NA,NA,NA,NA,1_2,F40,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9662,NA,NA,NA
75,73,4,2025-09-02,14.72,NA,NA,NA,NA,1_2,T. harzianum T22,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5072,NA,NA,NA
76,73,4,2025-09-02,15.9,NA,NA,NA,NA,1_2,T. harzianum T22,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.109,NA,NA,NA
77,73,4,2025-09-02,16.52,NA,NA,NA,NA,1_2,T. harzianum T22,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4252,NA,NA,NA
78,74,4,2025-09-02,15.3,NA,NA,NA,NA,1_2,T.gamsii,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.803000000000001,NA,NA,NA
79,74,4,2025-09-02,15.7,NA,NA,NA,NA,1_2,T.gamsii,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.007,NA,NA,NA
80,74,4,2025-09-02,15.14,NA,NA,NA,NA,1_2,T.gamsii,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7214,NA,NA,NA
81,75,4,2025-09-02,15.32,NA,NA,NA,NA,1_2,T. harz T22 1% cell,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8132,NA,NA,NA
82,76,4,2025-09-02,14.72,NA,NA,NA,NA,1_2,T. harz T22 5% cell,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5072,NA,NA,NA
83,71,4,2025-09-02,16.72,NA,NA,NA,NA,1_2,ctrl,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.527199999999999,NA,NA,NA
84,71,4,2025-09-02,15.86,NA,NA,NA,NA,1_2,ctrl,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0886,NA,NA,NA
